"X..Lot.SqFt","Age","Area..","Area.Name","Baths.Full","Baths.Half","Beds.Total","County","DOM","HOA.Fee","List.Price","Listing.Date","Lot.Size","MLS.Number","Parcel.Number","Postal.City","Price.SqFt","Sale.Date","Sale.Price","Sq.Ft.Total","Status","Street.Address","Year.Built","Zip.Code","Zoning","Elementary.School","Elementary.School.District","Elementary.School.District.Code","Elementary.School.ID","Middle.School","Middle.School.ID","High.School","High.School.District","High.School.District.ID","High.School.ID","propertyAddresses","latitude","longitude","latLongConf"
"$ 210.00",72,"416","Bowie Estate Etc.",1,0,2,"San Mateo",7,NA,"$725,000","03/09/2017","4,000","ML81641738","033-072-300","San Mateo","865.98","03/15/2017","$840,000","970","Sold","216 N Humboldt Street",1945,94401,"R20000","Baywood Elementary","San Mateo-Foster City Elementary","938","608","Borel Middle","610","San Mateo High","San Mateo Union High","939","672","216 N Humboldt Street, San Mateo, CA, 94401",37.575149,-122.322147,1
"$ 126.64",55,"14","Cambrian",2,0,2,"Santa Clara",7,NA,"$765,000","03/09/2017","6,633","ML81641740","447-17-064","San Jose","714.29","03/15/2017","$840,000","1,176","Sold","3495 Meridian Avenue",1962,95124,"R1-8","","San Jose Unified","482","","","","","San Jose Unified","482","","3495 Meridian Avenue, San Jose, CA, 95124",37.26531,-121.903215,0.878
"$ 152.71",6,"1","Morgan Hill / Gilroy / San Martin",3,1,4,"Santa Clara",59,109,"$839,900","02/08/2017","5,500","ML81638315","810-79-025","Gilroy","251.92","04/05/2017","","3,334","Pending","5844 Caliente Way",2011,95020,"R1","","Gilroy Unified","478","","","","","Gilroy Unified","478","","5844 Caliente Way, Gilroy, CA, 95020",37.041848,-122.032758,0.537
"$ 201.27",30,"5","Berryessa",3,0,3,"Santa Clara",4,NA,"$839,888","04/06/2017","4,173","ML81645785","245-46-029","San Jose","566.73","04/09/2017","","1,482","Pending","1410 Gordy Drive",1987,95131,"A-PD","Brooktree Elementary","Berryessa Union Elementary","452","28","Morrill Middle","32","Independence High","East Side Union High","474","246","1410 Gordy Drive, San Jose, CA, 95131",37.38313,-121.88117,1
"$ 158.13",70,"689","Broadmoor",1,0,3,"San Mateo",280,NA,"$849,000","06/29/2016","5,306","ML81592975","006-172-190","Daly City","735.96","04/03/2017","$839,000","1,140","Sold","1024 Gilman Drive",1946,94015,"R10006","Jefferson Elementary","Jefferson Elementary","693","793","","","Westmoor High","Jefferson Union High","927","719","1024 Gilman Drive, Daly City, CA, 94015",37.689431,-122.480104,1
"$ 141.25",47,"12","Blossom Valley",2,0,4,"Santa Clara",7,NA,"$839,000","04/03/2017","5,940","ML81645024","459-14-007","San Jose","533.72","04/10/2017","","1,572","Pending","994 Woodgrove Lane",1970,95136,"R1-8","","San Jose Unified","482","","","","","San Jose Unified","482","","994 Woodgrove Lane, San Jose, CA, 95136",37.267861,-121.871978,1
"$ 133.17",46,"12","Blossom Valley",2,1,4,"Santa Clara",7,NA,"$839,000","04/05/2017","6,300","ML81645406","689-25-116","San Jose","498.51","04/11/2017","","1,683","Pending","352 Surber Drive",1971,95123,"R1-8","","Oak Grove Elementary","467","","","","","East Side Union High","474","","352 Surber Drive, San Jose, CA, 95123",37.2395,-121.818208,1
"$ 80.19",43,"5","Berryessa",2,0,3,"Santa Clara",12,NA,"$838,000","03/30/2017","10,450","ML81644664","245-25-025","San Jose","645.11","04/11/2017","","1,299","Pending","1942 Primo Court",1974,95131,"R1B6","","Berryessa Union Elementary","452","","","","","East Side Union High","474","","1942 Primo Court, San Jose, CA, 95131",37.385069,-121.879459,1
"$ 138.12",107,"9","Central San Jose",2,0,4,"Santa Clara",8,NA,"$838,000","04/01/2017","6,067","ML81644930","277-14-010","San Jose","465.56","04/06/2017","","1,800","Pending","428 Leigh Avenue",1910,95128,"R1-N2","","Luther Burbank","462","","","","","Campbell Union High","473","","428 Leigh Avenue, San Jose, CA, 95128",37.321426,-121.923753,1
"$ 152.26",0,"1","Morgan Hill / Gilroy / San Martin",2,0,3,"Santa Clara",7,175,"$837,450","04/05/2017","5,500","ML81645586","808-052-023","Gilroy","255.40","","","3,279","Active","1137 Viognier Way",2017,95020,"R","","Gilroy Unified","478","","","","","Gilroy Unified","478","","1137 Viognier Way, Gilroy, CA, 95020",NA,NA,NA
"$ 84.95",39,"2","Santa Teresa",2,0,4,"Santa Clara",9,NA,"$775,000","03/02/2017","9,853","ML81639336","678-33-019","San Jose","567.84","03/11/2017","$837,000","1,474","Sold","133 Casswell Court",1978,95138,"R1-8C","Glider Elementary","Oak Grove Elementary","467","184","","","","East Side Union High","474","","133 Casswell Court, San Jose, CA, 95138",37.250659,-121.787729,1
"$ 324.27",73,"690","'Original' Daly City",1,0,2,"San Mateo",21,NA,"$765,800","02/07/2017","2,575","ML81638121","003-313-250","Daly City","651.83","02/26/2017","$835,000","1,281","Sold","128 School Street",1944,94014,"C1-Light","","Jefferson Elementary","693","","","","","Jefferson Union High","927","","128 School Street, Daly City, CA, 94014",37.693446,-122.466842,1
"$ 128.46",46,"12","Blossom Valley",2,0,2,"Santa Clara",19,NA,"$750,000","02/09/2017","6,500","ML81638387","694-16-020","San Jose","693.52","02/28/2017","$835,000","1,204","Sold","5897 Garlough Drive",1971,95123,"R1-8","Allen at Steinbeck","San Jose Unified","482","355","Castillero Middle","338","","San Jose Unified","482","","5897 Garlough Drive, San Jose, CA, 95123",37.242615,-121.861087,0.878
"$ 154.63",55,"14","Cambrian",1,0,2,"Santa Clara",6,NA,"$799,000","03/02/2017","5,400","ML81640236","447-17-009","San Jose","710.03","03/10/2017","$835,000","1,176","Sold","1638 York Street",1962,95124,"R1-8","Reed Elementary","San Jose Unified","482","373","John Muir Middle","341","Pioneer High","San Jose Unified","482","348","1638 York Street, San Jose, CA, 95124",37.266832,-121.90557,0.878
"$ 360.87",86,"203","North Shoreline",1,0,2,"Santa Clara",191,NA,"$830,000","09/29/2016","2,300","ML81626517","153-28-030","Mountain View","1,047.98","04/05/2017","","792","Pending","211 Elmwood Street",1930,94043,"R2","Theuerkauf Elementary","Mountain View Whisman","465","1,085","Crittenden Middle","1,083","","Mountain View-Los Altos Union High","477","","211 Elmwood Street, Mountain View, CA, 94043",37.39739,-122.079443,1
"$ 325.49",20,"2","Santa Teresa",2,1,3,"Santa Clara",49,126,"$849,950","01/10/2017","2,550","ML81635235","678-66-040","San Jose","502.12","02/28/2017","$830,000","1,653","Sold","456 Chelsea Crossing",1997,95138,"A-PD","Rita Ledesma Elementary","Oak Grove Elementary","467","1,087","Bernal Intermediate","175","Oak Grove High","East Side Union High","474","249","456 Chelsea Crossing, San Jose, CA, 95138",37.241376,-121.762484,1
"$ 166.00",62,"654","Vallemar",1,0,2,"San Mateo",7,NA,"$795,000","02/22/2017","5,000","ML81639782","018-095-020","Pacifica","813.73","03/01/2017","$830,000","1,020","Sold","114 Angelita Avenue",1955,94044,"R10006","Vallemar Elementary","Pacifica","928","731","Ingrid B. Lacy Middle","1,037","Terra Nova High","Jefferson Union High","927","772","114 Angelita Avenue, Pacifica, CA, 94044",37.613924,-122.476887,1
"$ 87.71",17,"1","Morgan Hill / Gilroy / San Martin",3,0,4,"Santa Clara",10,NA,"$785,000","03/01/2017","9,463","ML81640608","783-35-078","Gilroy","314.51","03/11/2017","$830,000","2,639","Sold","1481 Bay Tree Drive",2000,95020,"R1","Luigi Aprea Elementary","Gilroy Unified","478","281","Brownell Middle","268","Christopher High School","Gilroy Unified","478","2,592","1481 Bay Tree Drive, Gilroy, CA, 95020",37.022397,-121.603829,1
"$ 150.91",61,"659","Pacific Manor",1,0,3,"San Mateo",4,NA,"$829,999","04/07/2017","5,500","ML81645826","009-273-070","Pacifica","481.16","04/10/2017","","1,725","Contingent","736 Edgemar Avenue",1956,94044,"R10006","","Pacifica","928","","","","","Jefferson Union High","927","","736 Edgemar Avenue, Pacifica, CA, 94044",37.643961,-122.487867,0.878
"$ 140.99",52,"12","Blossom Valley",2,0,4,"Santa Clara",7,NA,"$829,000","03/13/2017","5,880","ML81642124","687-28-005","San Jose","563.18","03/20/2017","","1,472","Pending","483 Cheyenne Lane",1965,95123,"R1-8","Earl Frost Elementary","Oak Grove Elementary","467","183","Leonard Herman Intermediate","186","Santa Teresa High","East Side Union High","474","252","483 Cheyenne Lane, San Jose, CA, 95123",37.245659,-121.832477,1
"$ 137.43",49,"12","Blossom Valley",2,0,3,"Santa Clara",0,NA,"$829,000","04/12/2017","6,032","ML81646495","692-18-034","San Jose","444.03","","","1,867","Active","5647 Tonopah Drive",1968,95123,"R1-8","","Oak Grove Elementary","467","","","","","East Side Union High","474","","5647 Tonopah Drive, San Jose, CA, 95123",37.250456,-121.821424,1
"$ 165.60",73,"415","North Shoreview / Dore Cavanaugh",2,0,3,"San Mateo",14,NA,"$828,000","03/29/2017","5,000","ML81644313","033-203-140","San Mateo","726.32","04/12/2017","","1,140","Pending","1529 Sharon Place",1944,94401,"R106","","San Mateo-Foster City Elementary","938","","","","","San Mateo Union High","939","","1529 Sharon Place, San Mateo, CA, 94401",37.574991,-122.313587,1
"$ 204.22",0,"1","Morgan Hill / Gilroy / San Martin",3,0,4,"Santa Clara",7,175,"$827,100","04/05/2017","4,050","ML81645591","808-052-128","Gilroy","266.72","","","3,101","Active","6346 Emerald Lane",2017,95020,"R","","Gilroy Unified","478","","","","","Gilroy Unified","478","","6346 Emerald Lane, Gilroy, CA, 95020",37.144995,-121.660778,0.61
"$ 137.50",40,"5","Berryessa",3,0,5,"Santa Clara",21,NA,"$825,000","02/24/2017","6,000","ML81640112","254-20-119","San Jose","418.36","03/15/2017","","1,972","Pending","2310 Ashglen Way",1977,95133,"R1-8","Ben Painter Elementary","Alum Rock Union Elementary","451","18","Sheppard","23","Independence High","East Side Union High","474","246","2310 Ashglen Way, San Jose, CA, 95133",37.370237,-121.854741,1
"$ 135.76",49,"12","Blossom Valley",2,0,3,"Santa Clara",11,NA,"$765,000","03/04/2017","6,077","ML81641069","689-15-008","San Jose","585.52","03/14/2017","$825,000","1,409","Sold","472 Calero Avenue",1968,95123,"R1-8","Oak Ridge Elementary","Oak Grove Elementary","467","188","Leonard Herman Intermediate","186","Santa Teresa High","East Side Union High","474","252","472 Calero Avenue, San Jose, CA, 95123",37.242015,-121.82913,1
"$ 130.48",3,"1","Morgan Hill / Gilroy / San Martin",3,0,4,"Santa Clara",7,145,"$825,000","03/31/2017","6,323","ML81644700","817-39-050","Morgan Hill","411.47","04/06/2017","","2,005","Contingent","16780 San Dimas Lane",2014,95037,"A125","","Morgan Hill Unified","480","","","","","Morgan Hill Unified","480","","16780 San Dimas Lane, Morgan Hill, CA, 95037",37.124229,-121.63964,0.758
"$ 137.50",54,"14","Cambrian",2,0,3,"Santa Clara",5,NA,"$825,000","04/06/2017","6,000","ML81645363","569-30-052","San Jose","694.44","04/10/2017","","1,188","Pending","1425 Bouret Drive",1963,95118,"R1-8","Almaden Elementary","San Jose Unified","482","356","John Muir Middle","341","Pioneer High","San Jose Unified","482","348","1425 Bouret Drive, San Jose, CA, 95118",37.253748,-121.890791,1
"$ 157.06",63,"5","Berryessa",3,0,4,"Santa Clara",26,NA,"$824,900","03/17/2017","5,252","ML81642806","599-11-037","San Jose","435.07","","","1,896","Active","962 Bard Street",1954,95127,"R1-6","","Berryessa Union Elementary","452","","","","","East Side Union High","474","","962 Bard Street, San Jose, CA, 95127",37.390802,-121.837687,1
"$ 126.15",41,"11","South San Jose",2,1,4,"Santa Clara",16,NA,"$797,999","02/28/2017","6,500","ML81640399","684-52-002","San Jose","419.65","03/15/2017","$820,000","1,954","Sold","4991 Rice Drive",1976,95111,"R1-8","Glider Elementary","Oak Grove Elementary","467","184","Caroline Davis Intermediate","179","","East Side Union High","474","","4991 Rice Drive, San Jose, CA, 95111",37.265643,-121.817751,0.878
"$ 182.22",69,"522","Brentwood",1,0,3,"San Mateo",5,NA,"$819,995","04/02/2017","4,500","ML81645022","013-152-050","South San Francisco","645.67","04/07/2017","","1,270","Pending","410 Northwood Drive",1948,94080,"R10006","","South San Francisco Unified","941","","","","","South San Francisco Unified","941","","410 Northwood Drive, South San Francisco, CA, 94080",37.638767,-122.435161,1
"$ 137.81",49,"3","Evergreen",2,0,3,"Santa Clara",8,NA,"$819,000","04/03/2017","5,943","ML81645133","659-20-025","San Jose","610.74","","","1,341","Active","3119 Remington Way",1968,95148,"R1-8","","Evergreen Elementary","456","","","","","East Side Union High","474","","3119 Remington Way, San Jose, CA, 95148",37.323897,-121.787091,1
"$ 96.43",55,"12","Blossom Valley",2,0,3,"Santa Clara",12,NA,"$788,000","02/27/2017","8,400","ML81640341","464 26 057","San Jose","453.02","03/11/2017","$810,000","1,788","Sold","5435 WOODHURST Lane",1962,95123,"R-8","","San Jose Unified","482","","","","","San Jose Unified","482","","5435 WOODHURST Lane, San Jose, CA, 95123",37.25367,-121.857423,1
"$ 107.09",67,"1","Morgan Hill / Gilroy / San Martin",3,0,4,"Santa Clara",23,NA,"$810,000","03/13/2017","7,564","ML81642135","764-13-008","Morgan Hill","421.22","04/12/2017","","1,923","Contingent","70 Wright Avenue",1950,95037,"R1","","Morgan Hill Unified","480","","","","","Morgan Hill Unified","480","","70 Wright Avenue, Morgan Hill, CA, 95037",37.134188,-121.659753,1
"$ 125.27",42,"27","Alameda County",2,0,4,"Alameda",5,NA,"$810,000","04/07/2017","6,466","ML81646000","475-0147-034","Union City","524.61","","","1,544","Active","2620 Central Court",1975,94587,"R1","","New Haven Unified","1,650","","","","James Logan High","New Haven Unified","1,650","27,044","2620 Central Court, Union City, CA, 94587",37.590031,-122.039872,1
"$ 112.50",46,"5","Berryessa",2,0,4,"Santa Clara",1,NA,"$810,000","04/11/2017","7,200","ML81646263","592-14-069","San Jose","582.73","","","1,390","Active","2862 LITTLE ROCK Drive",1971,95133,"R1-8","","Berryessa Union Elementary","452","","","","","East Side Union High","474","","2862 LITTLE ROCK Drive, San Jose, CA, 95133",37.37774,-121.844532,1
"$ 74.99",48,"27","Alameda County",2,0,4,"Alameda",2,NA,"$809,000","04/10/2017","10,788","ML81645864","092A-0508-018","Newark","517.93","","","1,562","Active","36399 Shorehaven Place",1969,94560,"Residential","Lincoln Elementary","Newark Unified","1,654","27,031","Newark Junior High","27,035","Newark Memorial High","Newark Unified","1,654","27,017","36399 Shorehaven Place, Newark, CA, 94560",37.533341,-122.050937,1
"$ 146.91",66,"322","East of U.S. 101 East Palo Alto",2,1,4,"San Mateo",8,NA,"$765,000","02/21/2017","5,500","ML81639618","063-414-190","East Palo Alto","616.79","03/01/2017","$808,000","1,310","Sold","212 Azalia Drive",1951,94303,"R10006","","Ravenswood City Elementary","934","","","","","Sequoia Union High","940","","212 Azalia Drive, East Palo Alto, CA, 94303",37.458831,-122.127979,1
"$ 161.26",69,"689","Broadmoor",2,0,3,"San Mateo",19,NA,"$749,950","02/17/2017","4,992","ML81635849","006-112-070","Daly City","490.85","03/13/2017","$805,000","1,640","Sold","739 Stewart Avenue",1948,94015,"R10006","","Jefferson Elementary","693","","","","","Jefferson Union High","927","","739 Stewart Avenue, Daly City, CA, 94015",37.694666,-122.482769,1
"$ 167.71",66,"529","Winston Manor",1,0,3,"San Mateo",0,NA,"$799,000","04/07/2017","4,800","ML81645883","010-135-090","South San Francisco","781.55","04/07/2017","$805,000","1,030","Sold","9 Arlington Drive",1951,94080,"r1","","South San Francisco Unified","941","","","","","South San Francisco Unified","941","","9 Arlington Drive, South San Francisco, CA, 94080",37.670159,-122.453711,1
"$ 132.49",45,"2","Santa Teresa",2,0,3,"Santa Clara",9,NA,"$724,900","03/10/2017","6,050","ML81641872","708-18-032","San Jose","623.29","03/19/2017","$801,550","1,286","Sold","286 Granville Court",1972,95139,"R1-8P","Los Paseos Elementary","Morgan Hill Unified","480","298","Martin Murphy Middle","306","Ann Sobrato High","Morgan Hill Unified","480","1,080","286 Granville Court, San Jose, CA, 95139",37.220139,-121.767453,1
"$ 132.28",42,"2","Santa Teresa",1,1,3,"Santa Clara",0,NA,"$724,900","04/06/2017","6,050","ML81645818","708-18-037","San Jose","698.36","04/06/2017","$800,315","1,146","Sold","279 Granville Court",1975,95139,"R1-8P","Los Paseos Elementary","Morgan Hill Unified","480","298","","","Ann Sobrato High","Morgan Hill Unified","480","1,080","279 Granville Court, San Jose, CA, 95139",37.220308,-121.767465,1
"$ 362.32",38,"15","Campbell",2,0,2,"Santa Clara",8,114,"$729,000","03/01/2017","2,208","ML81640697","279-49-013","Campbell","749.77","03/09/2017","$800,000","1,067","Sold","635 Birch Drive",1979,95008,"P-D","","Campbell Union Elementary","454","","","","","Campbell Union High","473","","635 Birch Drive, Campbell, CA, 95008",37.291548,-121.938117,1
"$ 204.60",39,"27","Alameda County",2,0,3,"Alameda",14,NA,"$698,888","03/06/2017","3,910","ML81641270","092A-1009-048","Newark","564.57","03/20/2017","$800,000","1,417","Sold","37175 Greenpoint Street",1978,94560,"Residential","","Newark Unified","1,654","","","","","Newark Unified","1,654","","37175 Greenpoint Street, Newark, CA, 94560",37.539902,-122.024856,1
"$ 148.42",38,"6","Milpitas",2,0,3,"Santa Clara",21,NA,"$908,000","03/08/2017","5,390","ML81641450","022-32-007","Milpitas","584.80","03/29/2017","$800,000","1,368","Sold","912 COYOTE Street",1979,95035,"R1","Curtner Elementary","Milpitas Unified","479","280","Thomas Russell Junior High","291","Milpitas High","Milpitas Unified","479","293","912 COYOTE Street, Milpitas, CA, 95035",37.440878,-121.91157,1
"$ 133.33",40,"2","Santa Teresa",2,0,3,"Santa Clara",14,NA,"$800,000","03/23/2017","6,000","ML81643627","678-37-042","San Jose","571.43","04/05/2017","","1,400","Pending","5456 Century Park Way",1977,95111,"R1-8","Santa Teresa Elementary","Oak Grove Elementary","467","192","Bernal Intermediate","175","","East Side Union High","474","","5456 Century Park Way, San Jose, CA, 95111",37.259458,-121.796998,1
"$ 145.45",74,"503","Parkview Terrace/San Bruno Heights",1,0,3,"San Mateo",5,NA,"$800,000","04/07/2017","5,500","ML81645893","020-352-050","San Bruno","833.33","","","960","Active","1461 Santa Lucia Avenue",1943,94066,"R10006","El Crystal Elementary","San Bruno Park Elementary","936","741","Parkside Intermediate","743","Capuchino High","San Mateo Union High","939","616","1461 Santa Lucia Avenue, San Bruno, CA, 94066",37.612835,-122.413366,1
"$ 114.29",49,"12","Blossom Valley",2,0,4,"Santa Clara",0,NA,"$800,000","04/12/2017","7,000","ML81645448","689-23-001","San Jose","435.02","","","1,839","Active","6094 Emlyn Court",1968,95123,"R1B6","","Oak Grove Elementary","467","","","","","East Side Union High","474","","6094 Emlyn Court, San Jose, CA, 95123",37.23696,-121.810621,1
"$ 129.02",52,"12","Blossom Valley",2,0,3,"Santa Clara",27,NA,"$799,950","02/24/2017","6,200","ML81640077","692-26-016","San Jose","689.61","03/26/2017","","1,160","Pending","5675 Keymar Drive",1965,95123,"R1-8","","Oak Grove Elementary","467","","","","","East Side Union High","474","","5675 Keymar Drive, San Jose, CA, 95123",37.249362,-121.828347,1
